"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"91327104","500","500","500"
"91330944","300","300","300"
"91332096","345","345","345"
"91343872","490","490","490"
"91344256","570","570","570"
"91362816","496.6666564941406","496.6666564941406","496.6666564941406"
"91399808","365","365","365"
"91403008","960","960","960"
"91407616","300","300","300"
"91409664","220","220","220"
"91443072","320","320","320"
"91450368","370","370","370"
"91464704","320","320","320"
"91495424","310","310","310"
"91497088","4350","4350","4350"
"91515264","815","815","815"
"91556992","575","575","575"
"91579136","340","340","340"
"91596288","310","310","310"
"91637632","190","190","190"
"91665664","415","415","415"
"91716224","540","540","540"
"91726336","230","230","230"
"91755392","820","820","820"
"91781888","470","470","470"
"91815424","770","770","770"
"91852288","630","630","630"
"91854464","320","320","320"
"91859328","170","170","170"
"91878400","350","350","350"
"91881856","470","470","470"
"91906304","400","400","400"
"91909120","400","400","400"
"91916288","1320","1320","1320"
"91923456","2140","2140","2140"
"91944704","350","350","350"
"91946752","390","390","390"
"91955968","363.3333435058594","363.3333435058594","363.3333435058594"
"91980800","260","260","260"
"92034176","330","330","330"
"92036096","323.3333435058594","323.3333435058594","323.3333435058594"
"92039040","380","380","380"
"92050816","360","360","360"
"92055040","340","340","340"
"92131712","330","330","330"
"92138624","300","300","300"
"92151552","310","310","310"
"92216448","360","360","360"
"92221952","515","515","515"
"92259584","1160","1160","1160"
"92323456","443.3333435058594","443.3333435058594","443.3333435058594"
"92366720","340","340","340"
"92427136","715","715","715"
"92427264","730","730","730"
"92450816","400","400","400"
"92472576","410","410","410"
"92508160","340","340","340"
"92543616","350","350","350"
"92551424","370","370","370"
"92613888","375","375","375"
"92649216","870","870","870"
"92693760","280","280","280"
"92700544","1060","1060","1060"
"92711040","500","500","500"
"92733952","335","335","335"
"92740992","460","460","460"
"92751104","350","350","350"
"92792064","680","680","680"
"92792576","440","440","440"
"92798720","440","440","440"
"92871296","345","345","345"
"92921472","370","370","370"
"92933120","310","310","310"
"93008640","650","650","650"
"93011328","340","340","340"
"93056256","290","290","290"
"93060992","300","300","300"
"93096192","870","870","870"
"93115264","390","390","390"
"93116800","260","260","260"
"93116928","280","280","280"
"93153536","540","540","540"
"93168512","240","240","240"
"93187456","450","450","450"
"93196416","250","250","250"
"93210496","420","420","420"
"93254528","303.3333435058594","303.3333435058594","303.3333435058594"
"93275648","485","485","485"
"93323520","1240","1240","1240"
"93371520","570","570","570"
"93432832","685","685","685"
"93436672","280","280","280"
"93461504","580","580","580"
"93463552","500","500","500"
"93516416","400","400","400"
"93527040","580","580","580"
"93532032","345","345","345"
"93537280","350","350","350"
"93548160","320","320","320"
"93567360","750","750","750"
"93644416","410","410","410"
"93649024","540","540","540"
"93756416","306.6666564941406","306.6666564941406","306.6666564941406"
"93762816","430","430","430"
"93767424","750","750","750"
"93801472","250","250","250"
"93823232","350","350","350"
"93833856","240","240","240"
"93836288","280","280","280"
"93849472","420","420","420"
"93870848","750","750","750"
"93896192","590","590","590"
"93928448","300","300","300"
"94007808","405","405","405"
"94013056","495","495","495"
"94024192","350","350","350"
"94051200","450","450","450"
"94110080","825","825","825"
"94114944","510","510","510"
"94143232","305","305","305"
"94158976","380","380","380"
"94169984","270","270","270"
"94190976","310","310","310"
"94197504","230","230","230"
"94239744","210","210","210"
"94263040","350","350","350"
"94265856","465","465","465"
"94343680","590","590","590"
"94378496","795","795","795"
"94413184","405","405","405"
"94431232","610","610","610"
"94632064","325","325","325"
"94641280","800","800","800"
"94666752","410","410","410"
"94684672","340","340","340"
"94718336","320","320","320"
"94722176","460","460","460"
"94727296","710","710","710"
"94727552","383.3333435058594","383.3333435058594","383.3333435058594"
"94729472","360","360","360"
"94759552","1110","1110","1110"
"94771712","423.3333435058594","423.3333435058594","423.3333435058594"
"94788608","410","410","410"
"94789504","440","440","440"
"94797696","290","290","290"
"94804480","340","340","340"
"94811648","250","250","250"
"94813312","490","490","490"
"94891648","320","320","320"
"94905216","460","460","460"
"94920960","525","525","525"
"94933632","435","435","435"
"94938624","345","345","345"
"94961792","270","270","270"
"94968576","285","285","285"
"94971904","450","450","450"
"94977408","310","310","310"
"95001216","250","250","250"
"95045504","620","620","620"
"95065472","510","510","510"
"95097728","1320","1320","1320"
"95110912","450","450","450"
"95116288","320","320","320"
"95123328","590","590","590"
"95137152","290","290","290"
"95141248","310","310","310"
"95151360","370","370","370"
"95159808","280","280","280"
"95163136","480","480","480"
"95179136","470","470","470"
"95204736","690","690","690"
"95215360","340","340","340"
"95220480","660","660","660"
"95230976","560","560","560"
"95260032","280","280","280"
"95275136","190","190","190"
"95317376","470","470","470"
"95332480","350","350","350"
"95336064","260","260","260"
"95354112","220","220","220"
"95363328","280","280","280"
"95432192","330","330","330"
"95464320","500","500","500"
"95515264","750","750","750"
"95516032","250","250","250"
"95521408","455","455","455"
"95566336","380","380","380"
"95571584","640","640","640"
"95578624","360","360","360"
"95580672","340","340","340"
"95620096","566.6666870117188","566.6666870117188","566.6666870117188"
"95629824","500","500","500"
"95638272","456.6666564941406","456.6666564941406","456.6666564941406"
"95665280","663.3333129882812","663.3333129882812","663.3333129882812"
"95668224","480","480","480"
"95672064","190","190","190"
"95673728","460","460","460"
"95714432","240","240","240"
"95728256","350","350","350"
"95780864","700","700","700"
"95789056","210","210","210"
"95804544","1230","1230","1230"
"95814912","565","565","565"
"95815040","440","440","440"
"95830528","330","330","330"
"95839872","500","500","500"
"95921024","620","620","620"
"95949056","360","360","360"
"95956224","340","340","340"
"96014080","360","360","360"
"96018816","970","970","970"
"96038656","500","500","500"
"96043904","340","340","340"
"96057856","350","350","350"
"96064384","280","280","280"
"96067712","590","590","590"
"96083328","510","510","510"
"96086272","505","505","505"
"96111488","510","510","510"
"96143104","340","340","340"
"96181760","795","795","795"
"96209664","616.6666870117188","616.6666870117188","616.6666870117188"
"96213632","590","590","590"
"96273024","465","465","465"
"96304640","740","740","740"
"96324352","343.3333435058594","343.3333435058594","343.3333435058594"
"96382336","320","320","320"
"96427904","385","385","385"
"96435200","230","230","230"
"96461312","580","580","580"
"96468608","345","345","345"
"96478080","380","380","380"
"96482560","370","370","370"
"96505472","410","410","410"
"96546432","590","590","590"
"96566272","315","315","315"
"96566656","280","280","280"
"96567040","340","340","340"
"96630016","820","820","820"
"96634240","270","270","270"
"96660736","290","290","290"
"96669824","510","510","510"
"96680320","290","290","290"
"96690048","345","345","345"
"96702848","280","280","280"
"96705280","280","280","280"
"96765056","300","300","300"
"96817024","390","390","390"
"96831360","460","460","460"
"96832768","380","380","380"
"96852096","330","330","330"
"96855552","440","440","440"
"96866688","350","350","350"
"96869632","280","280","280"
"96879488","290","290","290"
"96881024","320","320","320"
"96955648","355","355","355"
"96974080","490","490","490"
"96983680","350","350","350"
"96983808","710","710","710"
"97061504","330","330","330"
"97072000","410","410","410"
"97116544","310","310","310"
"97123584","300","300","300"
"97174144","360","360","360"
"97176960","510","510","510"
"97185920","420","420","420"
"97193216","345","345","345"
"97199616","550","550","550"
"97241856","370","370","370"
"97296640","390","390","390"
"97321216","380","380","380"
"97337472","320","320","320"
"97345152","285","285","285"
"97351296","315","315","315"
"97367040","415","415","415"
"97388928","880","880","880"
"97395200","1120","1120","1120"
"97442048","820","820","820"
"97449344","320","320","320"
"97452160","640","640","640"
"97469440","820","820","820"
"97470336","370","370","370"
"97470848","320","320","320"
"97475584","320","320","320"
"97510912","440","440","440"
"97532928","310","310","310"
"97533184","320","320","320"
"97556352","420","420","420"
"97592960","400","400","400"
"97601920","280","280","280"
"97624448","520","520","520"
"97649536","345","345","345"
"97711360","260","260","260"
"97711488","390","390","390"
"97749760","470","470","470"
"97770880","380","380","380"
"97818624","575","575","575"
"97820928","300","300","300"
"97879296","270","270","270"
"97882112","515","515","515"
"97910656","570","570","570"
"97911168","400","400","400"
"97913984","1100","1100","1100"
"97928832","380","380","380"
"97936768","1130","1130","1130"
"97940480","300","300","300"
"97977088","300","300","300"
"97984384","575","575","575"
"97999616","535","535","535"
"98009600","540","540","540"
"98067456","370","370","370"
"98068480","590","590","590"
"98137216","970","970","970"
"98145024","470","470","470"
"98169984","220","220","220"
"98181248","343.3333435058594","343.3333435058594","343.3333435058594"
"98250496","410","410","410"
"98259584","456.6666564941406","456.6666564941406","456.6666564941406"
"98308096","3530","3530","3530"
"98315520","420","420","420"
"98346368","370","370","370"
"98370432","170","170","170"
"98391296","325","325","325"
"98404864","310","310","310"
"98408064","500","500","500"
"98446592","650","650","650"
"98467840","360","360","360"
"98482304","420","420","420"
"98493824","280","280","280"
"98502656","330","330","330"
"98517760","330","330","330"
"98530560","566.6666870117188","566.6666870117188","566.6666870117188"
"98532096","320","320","320"
"98534912","540","540","540"
"98537728","325","325","325"
"98539776","336.6666564941406","336.6666564941406","336.6666564941406"
"98551680","1190","1190","1190"
"98557056","310","310","310"
"98587136","366.6666564941406","366.6666564941406","366.6666564941406"
"98592000","470","470","470"
"98621312","410","410","410"
"98631040","220","220","220"
"98662528","1000","1000","1000"
"98694528","330","330","330"
"98705664","470","470","470"
"98719616","310","310","310"
"98722176","250","250","250"
"98769152","380","380","380"
"98790528","1770","1770","1770"
"98792320","640","640","640"
"98798336","360","360","360"
"98801408","520","520","520"
"98811904","370","370","370"
"98843648","220","220","220"
"98843776","220","220","220"
"98857088","320","320","320"
"98902784","423.3333435058594","423.3333435058594","423.3333435058594"
"98923520","245","245","245"
"98927232","250","250","250"
"98929280","290","290","290"
"98955648","790","790","790"
"98960896","250","250","250"
"98973696","290","290","290"
"98982656","1045","1045","1045"
"99083008","260","260","260"
"99083904","840","840","840"
"99084800","380","380","380"
"99086080","240","240","240"
"99097728","430","430","430"
"99102336","730","730","730"
"99128320","450","450","450"
"99156864","550","550","550"
"99164800","210","210","210"
"99208192","276.6666564941406","276.6666564941406","276.6666564941406"
"99210368","360","360","360"
"99231360","380","380","380"
