"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"103929472","5070","5070","5070"
"103995904","6140","6140","6140"
"104032384","5890","5890","5890"
"104118656","5650","5650","5650"
"104125696","2840","2840","2840"
"104152832","1650","1650","1650"
"104153088","4440","4440","4440"
"104154496","1340","1340","1340"
"104164352","1680","1680","1680"
"104166784","5450","5450","5450"
"104194176","5040","5040","5040"
"104239744","3960","3960","3960"
"104260224","5760","5760","5760"
"104277376","1990","1990","1990"
"104277888","4110","4110","4110"
"104279424","1690","1690","1690"
"104321024","5920","5920","5920"
"104385280","2350","2350","2350"
"104450432","2230","2230","2230"
"104478336","1560","1560","1560"
"104485760","6140","6140","6140"
"104495488","3510","3510","3510"
"104501888","4850","4850","4850"
"104510720","5620","5620","5620"
"104519680","5870","5870","5870"
"104524416","4800","4800","4800"
"104527872","5220","5220","5220"
"104551168","1590","1590","1590"
"104557312","3180","3180","3180"
"104563840","3510","3510","3510"
"104588672","6030","6030","6030"
"104615424","5320","5320","5320"
"104640896","5480","5480","5480"
"104660992","5420","5420","5420"
"104696448","6460","6460","6460"
"104790144","6150","6150","6150"
"104811904","1690","1690","1690"
"104816640","2310","2310","2310"
"104826624","3610","3610","3610"
"104837888","1850","1850","1850"
"104838912","5140","5140","5140"
"104868224","1750","1750","1750"
"104875264","1660","1660","1660"
"104883584","3005","3005","3005"
"104888576","1710","1710","1710"
"104917760","3735","3735","3735"
"104936576","6480","6480","6480"
"104976512","5260","5260","5260"
"104982784","4850","4850","4850"
"104993920","1880","1880","1880"
"105023488","3536.666748046875","3536.666748046875","3536.666748046875"
"105028096","3980","3980","3980"
"105044352","5210","5210","5210"
"105046528","5250","5250","5250"
"105052288","1320","1320","1320"
"105091328","2310","2310","2310"
"105118464","1650","1650","1650"
"105121280","4590","4590","4590"
"105147776","2090","2090","2090"
"105161600","2640","2640","2640"
"105187072","2300","2300","2300"
"105274112","5990","5990","5990"
"105303424","6700","6700","6700"
"105313024","2910","2910","2910"
"105355392","3950","3950","3950"
"105410688","4990","4990","4990"
"105411712","2870","2870","2870"
"105422464","1660","1660","1660"
"105446400","4780","4780","4780"
"105487104","3380","3380","3380"
"105535744","2780","2780","2780"
"105537152","4250","4250","4250"
"105539456","4810","4810","4810"
"105550720","4920","4920","4920"
"105559680","6300","6300","6300"
"105606272","6600","6600","6600"
"105634688","2830","2830","2830"
"105662848","5720","5720","5720"
"105665920","1460","1460","1460"
"105694848","3940","3940","3940"
"105700608","6260","6260","6260"
"105701120","6390","6390","6390"
"105703040","1570","1570","1570"
"105707520","2740","2740","2740"
"105724672","3700","3700","3700"
"105725056","5040","5040","5040"
"105819264","2610","2610","2610"
"105870976","6550","6550","6550"
"105876608","6000","6000","6000"
"105886720","3305","3305","3305"
"105939328","4400","4400","4400"
"105972864","4940","4940","4940"
"105977856","1410","1410","1410"
"105988096","6680","6680","6680"
"105996032","3780","3780","3780"
"105996416","5130","5130","5130"
"106030720","5870","5870","5870"
"106032384","6170","6170","6170"
"106035328","3050","3050","3050"
"106062208","6270","6270","6270"
"106080896","1710","1710","1710"
"106119296","5730","5730","5730"
"106127488","1680","1680","1680"
"106131328","6330","6330","6330"
"106135296","5410","5410","5410"
"106171264","6690","6690","6690"
"106196736","2940","2940","2940"
"106202624","2940","2940","2940"
"106206336","1580","1580","1580"
"106230272","5330","5330","5330"
"106231296","2180","2180","2180"
"106286976","2070","2070","2070"
"106300288","2430","2430","2430"
"106303616","6330","6330","6330"
"106337664","4830","4830","4830"
"106351872","6310","6310","6310"
"106364672","2670","2670","2670"
"106386048","6320","6320","6320"
"106400128","4120","4120","4120"
"106413696","3040","3040","3040"
"106456832","4080","4080","4080"
"106460288","3986.666748046875","3986.666748046875","3986.666748046875"
"106502272","4780","4780","4780"
"106505984","6380","6380","6380"
"106506752","6060","6060","6060"
"106518272","5930","5930","5930"
"106527104","4460","4460","4460"
"106528384","6200","6200","6200"
"106549760","6190","6190","6190"
"106567296","1880","1880","1880"
"106578560","4120","4120","4120"
"106590848","1420","1420","1420"
"106624640","500","500","500"
"106635264","4090","4090","4090"
"106638336","5810","5810","5810"
"106656768","4780","4780","4780"
"106667264","2460","2460","2460"
"106676352","5020","5020","5020"
"106688512","2650","2650","2650"
"106718848","6270","6270","6270"
"106721664","5760","5760","5760"
"106732160","1500","1500","1500"
"106733696","2620","2620","2620"
"106781568","1450","1450","1450"
"106803584","5890","5890","5890"
"106808960","5590","5590","5590"
"106811776","3920","3920","3920"
"106812672","1310","1310","1310"
"106866176","2140","2140","2140"
"106877056","2060","2060","2060"
"106939392","5230","5230","5230"
"106945408","6100","6100","6100"
"107018368","1300","1300","1300"
"107047936","4070","4070","4070"
"107052800","4180","4180","4180"
"107062400","4820","4820","4820"
"107085568","4150","4150","4150"
"107100416","1500","1500","1500"
"107103616","3140","3140","3140"
"107130112","5990","5990","5990"
"107133312","6490","6490","6490"
"107135872","3580","3580","3580"
"107154304","2780","2780","2780"
"107174528","2210","2210","2210"
"107181056","4650","4650","4650"
"107226752","1390","1390","1390"
"107229696","6300","6300","6300"
"107253888","4490","4490","4490"
"107266688","4860","4860","4860"
"107304320","5040","5040","5040"
"107372800","1630","1630","1630"
"107400064","1660","1660","1660"
"107409920","3950","3950","3950"
"107414400","6600","6600","6600"
"107415168","6050","6050","6050"
"107428224","1580","1580","1580"
"107441152","6270","6270","6270"
"107448704","3735","3735","3735"
"107448960","5250","5250","5250"
"107454080","6190","6190","6190"
"107492736","4040","4040","4040"
"107505024","1400","1400","1400"
"107514112","1500","1500","1500"
"107535616","3170","3170","3170"
"107537792","2680","2680","2680"
"107538560","1450","1450","1450"
"107575936","1580","1580","1580"
"107614848","4910","4910","4910"
"107625088","2740","2740","2740"
"107656192","6120","6120","6120"
"107658368","1450","1450","1450"
"107669760","4400","4400","4400"
"107691776","1570","1570","1570"
"107707264","3910","3910","3910"
"107728128","2800","2800","2800"
"107745664","5950","5950","5950"
"107760768","2530","2530","2530"
"107784960","3750","3750","3750"
"107806464","5940","5940","5940"
"107841536","4250","4250","4250"
"107887616","4960","4960","4960"
"107898240","5910","5910","5910"
"107898496","5860","5860","5860"
"107953280","3850","3850","3850"
"107954048","3880","3880","3880"
"107980544","3415","3415","3415"
"107992320","1670","1670","1670"
"107999616","3940","3940","3940"
"108024960","5840","5840","5840"
"108064768","2870","2870","2870"
"108083712","5530","5530","5530"
"108084352","5300","5300","5300"
"108090880","6350","6350","6350"
"108100864","2610","2610","2610"
"108171648","6370","6370","6370"
"108241664","5490","5490","5490"
"108252416","2630","2630","2630"
"108288640","1580","1580","1580"
"108306304","5520","5520","5520"
"108315904","3730","3730","3730"
"108398080","5740","5740","5740"
"108403968","6140","6140","6140"
"108422016","1890","1890","1890"
"108429696","4930","4930","4930"
"108448640","5470","5470","5470"
"108521216","6200","6200","6200"
"108525440","2560","2560","2560"
"108537472","2830","2830","2830"
"108570880","3680","3680","3680"
"108571008","5950","5950","5950"
"108574336","5880","5880","5880"
"108586112","2790","2790","2790"
"108595584","4830","4830","4830"
"108612992","3880","3880","3880"
"108614144","1380","1380","1380"
"108623744","2260","2260","2260"
"108662272","5305","5305","5305"
"108689920","6020","6020","6020"
"108706560","3190","3190","3190"
"108716672","6040","6040","6040"
"108781696","5180","5180","5180"
"108801536","4150","4150","4150"
"108815232","6370","6370","6370"
"108819456","3465","3465","3465"
"108827904","4970","4970","4970"
"108862464","1165","1165","1165"
"108863104","5350","5350","5350"
"108914688","2320","2320","2320"
"108942080","3660","3660","3660"
"108954752","3070","3070","3070"
"108970240","2580","2580","2580"
"108992768","4250","4250","4250"
"109000704","2130","2130","2130"
"109012608","5790","5790","5790"
"109047296","5510","5510","5510"
"109051776","3980","3980","3980"
"109058816","3700","3700","3700"
"109099136","1300","1300","1300"
"109118336","1635","1635","1635"
"109137280","1350","1350","1350"
"109159168","1350","1350","1350"
"109193472","1300","1300","1300"
"109228032","5080","5080","5080"
"109229568","1490","1490","1490"
"109233792","3450","3450","3450"
"109261568","3390","3390","3390"
"109272832","1990","1990","1990"
"109289984","5770","5770","5770"
"109300480","5040","5040","5040"
"109305472","6280","6280","6280"
"109306752","1520","1520","1520"
"109327360","2895","2895","2895"
"109338880","2670","2670","2670"
"109355264","4250","4250","4250"
"109370496","6500","6500","6500"
"109377280","2280","2280","2280"
"109387520","3585","3585","3585"
"109395072","2660","2660","2660"
"109411456","6180","6180","6180"
"109415296","1900","1900","1900"
"109434880","4590","4590","4590"
"109448960","1210","1210","1210"
"109465728","2820","2820","2820"
"109484800","2390","2390","2390"
"109486464","6090","6090","6090"
"109492992","3086.666748046875","3086.666748046875","3086.666748046875"
"109495552","4860","4860","4860"
"109496576","2430","2430","2430"
"109556352","2000","2000","2000"
"109597568","2680","2680","2680"
"109598592","4535","4535","4535"
"109614464","5920","5920","5920"
"109622400","6240","6240","6240"
"109633152","3270","3270","3270"
"109638016","6320","6320","6320"
"109638528","6130","6130","6130"
"109651968","5490","5490","5490"
"109659392","6310","6310","6310"
"109694208","1150","1150","1150"
"109737472","1780","1780","1780"
"109749888","3980","3980","3980"
"109754240","4960","4960","4960"
"109816704","4630","4630","4630"
"109821824","5160","5160","5160"
"109833344","4800","4800","4800"
"109842944","2690","2690","2690"
"109844608","1790","1790","1790"
"109845248","1610","1610","1610"
"109868800","1480","1480","1480"
"109869312","2560","2560","2560"
"109930624","5950","5950","5950"
"109936256","4370","4370","4370"
"109952256","5270","5270","5270"
"109959424","6110","6110","6110"
"109982848","6570","6570","6570"
"109989376","1730","1730","1730"
"110044416","6430","6430","6430"
"110045568","2480","2480","2480"
"110046208","4695","4695","4695"
"110051840","5400","5400","5400"
"110053376","2510","2510","2510"
"110081792","4250","4250","4250"
"110090240","4130","4130","4130"
"110107904","4390","4390","4390"
"110108032","5160","5160","5160"
"110111232","4710","4710","4710"
"110126464","4940","4940","4940"
"110147968","5180","5180","5180"
"110182912","5880","5880","5880"
"110193792","5190","5190","5190"
"110205056","2820","2820","2820"
"110238976","6200","6200","6200"
"110242304","4810","4810","4810"
"110242816","6470","6470","6470"
"110266496","2960","2960","2960"
"110294656","2850","2850","2850"
"110308864","2340","2340","2340"
"110312576","4700","4700","4700"
"110366976","6510","6510","6510"
"110378624","6230","6230","6230"
"110385280","5640","5640","5640"
"110392704","3800","3800","3800"
"110398720","4360","4360","4360"
"110474752","3650","3650","3650"
"110545152","4900","4900","4900"
"110549248","6120","6120","6120"
"110550400","1510","1510","1510"
"110584960","3090","3090","3090"
"110604160","2310","2310","2310"
"110617344","4720","4720","4720"
"110635648","5100","5100","5100"
"110637440","6550","6550","6550"
"110702592","3235","3235","3235"
"110705536","1770","1770","1770"
"110734848","5560","5560","5560"
"110755200","3950","3950","3950"
"110776960","2600","2600","2600"
"110803584","1780","1780","1780"
"110825344","4580","4580","4580"
"110847360","3980","3980","3980"
"110851456","4040","4040","4040"
"110861184","4800","4800","4800"
"110892672","6280","6280","6280"
"110901888","5810","5810","5810"
"110912256","5020","5020","5020"
"110935936","4050","4050","4050"
"110943872","4080","4080","4080"
"110948224","5780","5780","5780"
"110952960","5050","5050","5050"
"110977664","6065","6065","6065"
"110988160","6100","6100","6100"
"110990848","1560","1560","1560"
"110996352","1870","1870","1870"
"111008000","6260","6260","6260"
"111058304","3200","3200","3200"
"111082752","1420","1420","1420"
"111105408","4590","4590","4590"
"111131520","2350","2350","2350"
"111217792","6180","6180","6180"
"111271680","1320","1320","1320"
"111301376","1720","1720","1720"
"111314048","6660","6660","6660"
"111348992","6670","6670","6670"
"111387776","5250","5250","5250"
"111390720","4190","4190","4190"
"111398016","5860","5860","5860"
"111398272","6580","6580","6580"
"111415296","2770","2770","2770"
"111459200","1270","1270","1270"
"111466240","4470","4470","4470"
"111468288","2770","2770","2770"
"111483648","5280","5280","5280"
"111489280","5260","5260","5260"
"111525888","4060","4060","4060"
"111527296","5755","5755","5755"
"111533056","6190","6190","6190"
"111557504","5230","5230","5230"
"111564800","5880","5880","5880"
"111622272","4190","4190","4190"
"111643776","2890","2890","2890"
"111701120","5380","5380","5380"
"111718400","2480","2480","2480"
"111720064","1750","1750","1750"
"111759232","2220","2220","2220"
"111796608","5925","5925","5925"
"111854848","5580","5580","5580"
"111864960","2930","2930","2930"
"111868800","2120","2120","2120"
"111883392","4810","4810","4810"
"111892736","3920","3920","3920"
"111902720","1350","1350","1350"
"111929344","2510","2510","2510"
"111938048","1550","1550","1550"
"111938560","5020","5020","5020"
"111956864","6230","6230","6230"
"111964288","3100","3100","3100"
"111970944","3510","3510","3510"
"111976064","3940","3940","3940"
"111988992","6490","6490","6490"
"111996672","3790","3790","3790"
"112009216","6490","6490","6490"
"112064896","6870","6870","6870"
"112067456","5870","5870","5870"
"112076928","2680","2680","2680"
"112135936","4200","4200","4200"
"112182272","5780","5780","5780"
"112199040","2770","2770","2770"
"112227328","6050","6050","6050"
"112256384","3935","3935","3935"
"112294528","4580","4580","4580"
"112295040","6830","6830","6830"
"112312832","2930","2930","2930"
"112314240","6070","6070","6070"
"112364288","2630","2630","2630"
"112377600","5450","5450","5450"
"112386560","6130","6130","6130"
"112451328","6570","6570","6570"
"112516096","5740","5740","5740"
"112559744","6130","6130","6130"
"112570368","5010","5010","5010"
"112602240","4480","4480","4480"
"112627712","2920","2920","2920"
"112644224","4290","4290","4290"
"112675200","4280","4280","4280"
"112707584","1740","1740","1740"
"112712704","2880","2880","2880"
"112716032","4520","4520","4520"
"112717184","6040","6040","6040"
"112728192","2970","2970","2970"
"112731136","1810","1810","1810"
"112757632","6620","6620","6620"
"112776320","1890","1890","1890"
"112781824","1530","1530","1530"
"112801792","1740","1740","1740"
"112856704","1570","1570","1570"
"112859392","790","790","790"
"112926720","1770","1770","1770"
