"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"4553008","6200","6200","6200","","","","","",""
"4553248","14100","14100","14100","","","","","",""
"4553984","","","","9100","9100","9100","","",""
"4554240","","","","5300","5300","5300","","",""
"4554640","9900","9900","9900","","","","","",""
"4555648","","","","3400","3400","3400","","",""
"4555712","8900","8900","8900","","","","","",""
"4556928","","","","5700","5700","5700","","",""
"4556976","13700","13700","13700","","","","","",""
"4557056","","","","5400","5400","5400","","",""
"4557088","7300","7300","7300","","","","","",""
"4557440","","","","","","","11850","11850","11850"
"4557472","10000","10000","10000","","","","","",""
"4557648","6900","6900","6900","","","","","",""
"4558368","8200","8200","8200","","","","","",""
"4558688","12100","12100","12100","","","","","",""
"4559104","","","","12500","12500","12500","","",""
"4559264","5600","5600","5600","","","","","",""
"4559744","","","","4600","4600","4600","","",""
"4560000","","","","11000","11000","11000","","",""
"4560384","","","","9600","9600","9600","","",""
"4560768","","","","11800","11800","11800","","",""
"4560896","","","","7000","7000","7000","","",""
"4561008","5100","5100","5100","","","","","",""
"4561296","11900","11900","11900","","","","","",""
"4562400","3200","3200","3200","","","","","",""
"4562464","11500","11500","11500","","","","","",""
"4562816","","","","8200","8200","8200","","",""
"4562944","6000","6000","6000","","","","","",""
"4563408","4700","4700","4700","","","","","",""
"4563680","7200","7200","7200","","","","","",""
"4564832","18900","18900","18900","","","","","",""
"4566016","7800","7800","7800","","","","","",""
"4566400","","","","7500","7500","7500","","",""
"4567248","9700","9700","9700","","","","","",""
"4567552","","","","9500","9500","9500","","",""
"4568064","","","","8150","8150","8150","","",""
"4569728","","","","10100","10100","10100","","",""
"4572032","","","","","","","17700","17700","17700"
"4572672","","","","6000","6000","6000","","",""
"4572784","7400","7400","7400","","","","","",""
"4572832","8400","8400","8400","","","","","",""
"4574720","","","","9600","9600","9600","","",""
"4575232","","","","11300","11300","11300","","",""
"4575456","15600","15600","15600","","","","","",""
"4576128","","","","11200","11200","11200","","",""
"4576304","10600","10600","10600","","","","","",""
"4577024","","","","14800","14800","14800","","",""
"4577280","","","","4500","4500","4500","19200","19200","19200"
"4578560","","","","18700","18700","18700","8400","8400","8400"
"4578576","7900","7900","7900","","","","","",""
"4578768","15800","15800","15800","","","","","",""
"4579328","","","","6100","6100","6100","","",""
"4579456","","","","5900","5900","5900","","",""
"4579536","7400","7400","7400","","","","","",""
"4580096","","","","10700","10700","10700","","",""
"4580736","","","","10900","10900","10900","","",""
"4581504","","","","9200","9200","9200","","",""
"4584576","","","","10100","10100","10100","","",""
"4584880","16300","16300","16300","","","","","",""
"4585856","","","","11500","11500","11500","","",""
"4586880","","","","9650","9650","9650","","",""
"4587520","","","","8200","8200","8200","","",""
"4588368","5200","5200","5200","","","","","",""
"4588960","7000","7000","7000","","","","","",""
"4589152","13850","13850","13850","","","","","",""
"4590832","7100","7100","7100","","","","","",""
"4591104","5900","5900","5900","","","","","",""
"4591312","6300","6300","6300","","","","","",""
"4591712","6400","6400","6400","","","","","",""
"4592000","","","","13200","13200","13200","","",""
"4592096","4700","4700","4700","","","","","",""
"4592720","6200","6200","6200","","","","","",""
"4594352","8100","8100","8100","","","","","",""
"4594768","12900","12900","12900","","","","","",""
"4595456","2100","2100","2100","","","","","",""
"4595584","","","","14300","14300","14300","","",""
"4595744","5200","5200","5200","","","","","",""
"4596736","","","","13600","13600","13600","","",""
"4597280","4600","4600","4600","","","","","",""
"4597344","20900","20900","20900","","","","","",""
"4598176","5000","5000","5000","","","","","",""
"4598400","","","","17300","17300","17300","","",""
"4598528","","","","8200","8200","8200","","",""
"4598656","","","","7650","7650","7650","","",""
"4599008","9400","9400","9400","","","","","",""
"4599632","11600","11600","11600","","","","","",""
"4599936","","","","8300","8300","8300","","",""
"4600064","","","","10250","10250","10250","","",""
"4601296","5400","5400","5400","","","","","",""
"4603600","6900","6900","6900","","","","","",""
"4604064","8500","8500","8500","","","","","",""
"4604368","7300","7300","7300","","","","","",""
"4604496","8500","8500","8500","","","","","",""
"4604672","","","","","","","10950","10950","10950"
"4604800","","","","8000","8000","8000","","",""
"4605312","","","","6800","6800","6800","","",""
"4605424","6100","6100","6100","","","","","",""
"4605824","","","","8500","8500","8500","","",""
"4606080","","","","6100","6100","6100","","",""
"4606208","","","","8900","8900","8900","","",""
"4606736","10000","10000","10000","","","","","",""
"4606848","","","","17000","17000","17000","","",""
"4608384","","","","10700","10700","10700","","",""
"4608640","","","","6100","6100","6100","","",""
"4608896","","","","14700","14700","14700","","",""
"4609024","","","","9300","9300","9300","","",""
"4610432","","","","6050","6050","6050","","",""
"4610656","7800","7800","7800","","","","","",""
"4611744","9200","9200","9200","","","","","",""
"4612096","","","","","","","17700","17700","17700"
"4613968","9000","9000","9000","","","","","",""
"4614016","","","","3900","3900","3900","","",""
"4614272","","","","7600","7600","7600","","",""
"4614912","","","","5200","5200","5200","","",""
"4615040","7900","7900","7900","","","","","",""
"4615568","7700","7700","7700","","","","","",""
"4616496","8400","8400","8400","","","","","",""
"4616576","","","","12500","12500","12500","","",""
"4617472","","","","","","","12500","12500","12500"
"4618912","24500","24500","24500","","","","","",""
"4621920","6600","6600","6600","","","","","",""
"4622496","5500","5500","5500","","","","","",""
"4622832","3600","3600","3600","","","","","",""
"4624160","8400","8400","8400","","","","","",""
"4625664","","","","9233.3330078125","9233.3330078125","9233.3330078125","","",""
"4625920","7400","7400","7400","9050","9050","9050","","",""
"4626176","","","","8400","8400","8400","","",""
"4626224","14100","14100","14100","","","","","",""
"4626240","9800","9800","9800","","","","","",""
"4626304","","","","8000","8000","8000","","",""
"4627600","15600","15600","15600","","","","","",""
"4627968","","","","12100","12100","12100","","",""
"4628944","11700","11700","11700","","","","","",""
"4629056","6400","6400","6400","","","","","",""
"4630144","","","","","","","15000","15000","15000"
"4630272","","","","12700","12700","12700","","",""
"4630752","7400","7400","7400","","","","","",""
"4630784","16400","16400","16400","","","","","",""
"4631296","","","","5300","5300","5300","","",""
"4631808","","","","13600","13600","13600","","",""
"4632352","4900","4900","4900","","","","","",""
"4632416","5300","5300","5300","","","","","",""
"4632704","","","","13100","13100","13100","","",""
"4633216","","","","5100","5100","5100","","",""
"4633856","","","","5200","5200","5200","","",""
"4635536","7600","7600","7600","","","","","",""
"4635776","","","","8500","8500","8500","","",""
"4636672","","","","6500","6500","6500","","",""
"4637312","","","","10400","10400","10400","","",""
"4638560","17300","17300","17300","","","","","",""
"4639232","","","","","","","9700","9700","9700"
"4640384","","","","6200","6200","6200","","",""
"4640416","17800","17800","17800","","","","","",""
"4640896","","","","9000","9000","9000","","",""
"4641152","","","","10100","10100","10100","","",""
"4641408","","","","","","","15300","15300","15300"
"4641920","","","","9100","9100","9100","5400","5400","5400"
"4642944","","","","4000","4000","4000","","",""
"4642976","13800","13800","13800","","","","","",""
"4643072","6200","6200","6200","","","","","",""
"4643152","12800","12800","12800","","","","","",""
"4643248","10100","10100","10100","","","","","",""
"4643456","","","","9200","9200","9200","","",""
"4644096","","","","13600","13600","13600","","",""
"4644464","9500","9500","9500","","","","","",""
"4644560","5400","5400","5400","","","","","",""
"4645344","3700","3700","3700","","","","","",""
"4645632","","","","5900","5900","5900","","",""
"4646368","10800","10800","10800","","","","","",""
"4646640","12700","12700","12700","","","","","",""
"4646656","","","","4000","4000","4000","","",""
"4646928","10200","10200","10200","","","","","",""
"4648704","","","","","","","9800","9800","9800"
"4648960","","","","11100","11100","11100","","",""
"4648992","8800","8800","8800","","","","","",""
"4649216","","","","6200","6200","6200","","",""
"4649600","","","","5600","5600","5600","","",""
"4649984","","","","13500","13500","13500","","",""
"4650112","","","","11700","11700","11700","","",""
"4651520","","","","","","","10200","10200","10200"
"4651632","11200","11200","11200","","","","","",""
"4652288","3400","3400","3400","","","","","",""
"4652416","","","","9250","9250","9250","","",""
"4653056","","","","6300","6300","6300","","",""
"4653184","","","","9150","9150","9150","","",""
"4654000","15200","15200","15200","","","","","",""
"4654080","","","","4000","4000","4000","","",""
"4655408","15600","15600","15600","","","","","",""
"4655536","5800","5800","5800","","","","","",""
"4655824","8300","8300","8300","","","","","",""
"4658096","3900","3900","3900","","","","","",""
"4658560","","","","17800","17800","17800","","",""
"4659328","","","","14150","14150","14150","","",""
"4659456","","","","12500","12500","12500","","",""
"4660736","","","","6900","6900","6900","","",""
"4661248","","","","7800","7800","7800","","",""
"4661792","4200","4200","4200","","","","","",""
"4662016","","","","","","","8500","8500","8500"
"4662528","5800","5800","5800","","","","","",""
"4663616","8200","8200","8200","","","","","",""
"4664192","","","","7000","7000","7000","","",""
"4664960","","","","9100","9100","9100","","",""
"4665088","","","","12800","12800","12800","","",""
"4665600","","","","","","","11000","11000","11000"
"4666368","8700","8700","8700","7900","7900","7900","","",""
"4666464","3300","3300","3300","","","","","",""
"4667136","","","","6550","6550","6550","","",""
"4667520","","","","4200","4200","4200","","",""
"4667648","","","","9600","9600","9600","","",""
"4667904","","","","15000","15000","15000","","",""
"4668160","","","","9800","9800","9800","","",""
"4669056","","","","10800","10800","10800","","",""
"4669184","","","","8300","8300","8300","","",""
"4669392","8300","8300","8300","","","","","",""
"4669616","19900","19900","19900","","","","","",""
"4669776","12200","12200","12200","","","","","",""
"4670208","","","","15500","15500","15500","","",""
"4671072","11400","11400","11400","","","","","",""
"4672000","","","","12900","12900","12900","","",""
"4672128","","","","6000","6000","6000","","",""
"4672192","10500","10500","10500","","","","","",""
"4673280","","","","5100","5100","5100","","",""
"4673744","7400","7400","7400","","","","","",""
"4673856","9100","9100","9100","","","","","",""
"4674048","","","","7200","7200","7200","","",""
"4674432","","","","9900","9900","9900","","",""
"4674672","9600","9600","9600","","","","","",""
"4674688","","","","10300","10300","10300","","",""
"4675248","9600","9600","9600","","","","","",""
"4675840","","","","5900","5900","5900","","",""
"4675968","","","","","","","7400","7400","7400"
"4676096","","","","3500","3500","3500","","",""
"4676224","","","","15800","15800","15800","","",""
"4676992","","","","14000","14000","14000","","",""
"4677776","8000","8000","8000","","","","","",""
"4677824","14700","14700","14700","","","","","",""
"4677872","10900","10900","10900","","","","","",""
"4678016","","","","13100","13100","13100","","",""
"4678208","17100","17100","17100","","","","","",""
"4678784","","","","8200","8200","8200","","",""
"4679616","8700","8700","8700","","","","","",""
"4680096","9700","9700","9700","","","","","",""
"4680640","10200","10200","10200","","","","","",""
"4680704","","","","14650","14650","14650","","",""
"4680880","11000","11000","11000","","","","","",""
"4680960","","","","3300","3300","3300","","",""
"4681088","","","","7400","7400","7400","","",""
"4681472","","","","8900","8900","8900","","",""
